"Currency","Acct_Buy","Cash_Buy","Acct_Sell","Cash_Sell","Admin_Mid","BOC_Mid","Time","Date"
"HKD",83.74,83.07,84.06,84.06,83.79,83.79,2017-09-14 17:02:43,2017-09-14
"USD",654.36,648.98,656.98,656.98,654.65,654.65,2017-09-14 17:02:43,2017-09-14
"JPY",5.9187,5.7344,5.9602,5.9602,5.9238,5.9238,2017-09-14 17:02:43,2017-09-14
"EUR",777.91,753.68,783.37,783.37,778.13,778.13,2017-09-14 17:02:43,2017-09-14
"GBP",862.66,835.8,868.72,870.02,864.71,864.71,2017-09-14 17:02:45,2017-09-14
"HKD",83.74,83.07,84.06,84.06,83.79,83.79,2017-09-14 17:02:45,2017-09-14
"USD",654.36,648.98,656.98,656.98,654.65,654.65,2017-09-14 17:02:45,2017-09-14
"JPY",5.9187,5.7344,5.9602,5.9602,5.9238,5.9238,2017-09-14 17:02:45,2017-09-14
"EUR",777.91,753.68,783.37,783.37,778.13,778.13,2017-09-14 17:02:45,2017-09-14
"GBP",862.15,835.3,868.2,869.5,864.71,864.71,2017-09-14 17:20:06,2017-09-14
"HKD",83.75,83.08,84.07,84.07,83.79,83.79,2017-09-14 17:20:06,2017-09-14
"USD",654.36,648.98,656.98,656.98,654.65,654.65,2017-09-14 17:20:06,2017-09-14
"JPY",5.9198,5.7354,5.9614,5.9614,5.9238,5.9238,2017-09-14 17:20:06,2017-09-14
"EUR",777.65,753.43,783.11,783.11,778.13,778.13,2017-09-14 17:20:06,2017-09-14
"GBP",862.15,835.3,868.2,869.5,864.71,864.71,2017-09-14 17:20:08,2017-09-14
"HKD",83.75,83.08,84.07,84.07,83.79,83.79,2017-09-14 17:20:08,2017-09-14
"USD",654.36,648.98,656.98,656.98,654.65,654.65,2017-09-14 17:20:08,2017-09-14
"JPY",5.9198,5.7354,5.9614,5.9614,5.9238,5.9238,2017-09-14 17:20:08,2017-09-14
"EUR",777.71,753.49,783.17,783.17,778.13,778.13,2017-09-14 17:20:08,2017-09-14
"GBP",862.46,835.6,868.52,869.82,864.71,864.71,2017-09-14 17:50:28,2017-09-14
"HKD",83.77,83.1,84.09,84.09,83.79,83.79,2017-09-14 17:50:28,2017-09-14
"USD",654.51,649.13,657.13,657.13,654.65,654.65,2017-09-14 17:50:28,2017-09-14
"JPY",5.9195,5.7351,5.961,5.961,5.9238,5.9238,2017-09-14 17:50:28,2017-09-14
"EUR",777.56,753.34,783.02,783.02,778.13,778.13,2017-09-14 17:50:28,2017-09-14
"GBP",862.46,835.6,868.52,869.82,864.71,864.71,2017-09-14 17:50:30,2017-09-14
"HKD",83.77,83.1,84.09,84.09,83.79,83.79,2017-09-14 17:50:30,2017-09-14
"USD",654.51,649.13,657.13,657.13,654.65,654.65,2017-09-14 17:50:30,2017-09-14
"JPY",5.9195,5.7351,5.961,5.961,5.9238,5.9238,2017-09-14 17:50:30,2017-09-14
"EUR",777.56,753.34,783.02,783.02,778.13,778.13,2017-09-14 17:50:30,2017-09-14
"GBP",863.52,836.63,869.58,870.88,864.71,864.71,2017-09-14 18:07:52,2017-09-14
"HKD",83.79,83.12,84.11,84.11,83.79,83.79,2017-09-14 18:07:52,2017-09-14
"USD",654.71,649.33,657.33,657.33,654.65,654.65,2017-09-14 18:07:52,2017-09-14
"JPY",5.9213,5.7369,5.9629,5.9629,5.9238,5.9238,2017-09-14 18:07:52,2017-09-14
"EUR",777.73,753.51,783.19,783.19,778.13,778.13,2017-09-14 18:07:52,2017-09-14
"GBP",863.52,836.63,869.58,870.88,864.71,864.71,2017-09-14 18:07:54,2017-09-14
"HKD",83.79,83.12,84.11,84.11,83.79,83.79,2017-09-14 18:07:54,2017-09-14
"USD",654.71,649.33,657.33,657.33,654.65,654.65,2017-09-14 18:07:54,2017-09-14
"JPY",5.9213,5.7369,5.9629,5.9629,5.9238,5.9238,2017-09-14 18:07:54,2017-09-14
"EUR",777.73,753.51,783.19,783.19,778.13,778.13,2017-09-14 18:07:54,2017-09-14
"GBP",860.9,834.09,866.94,868.24,864.71,864.71,2017-09-14 19:00:16,2017-09-14
"HKD",83.79,83.12,84.11,84.11,83.79,83.79,2017-09-14 19:00:16,2017-09-14
"USD",654.71,649.33,657.33,657.33,654.65,654.65,2017-09-14 19:00:16,2017-09-14
"JPY",5.923,5.7385,5.9646,5.9646,5.9238,5.9238,2017-09-14 19:00:16,2017-09-14
"EUR",778.19,753.95,783.65,783.65,778.13,778.13,2017-09-14 19:00:16,2017-09-14
"GBP",863.71,836.81,869.78,871.07,864.71,864.71,2017-09-14 19:00:23,2017-09-14
"HKD",83.79,83.12,84.11,84.11,83.79,83.79,2017-09-14 19:00:23,2017-09-14
"USD",654.71,649.33,657.33,657.33,654.65,654.65,2017-09-14 19:00:23,2017-09-14
"JPY",5.9213,5.7369,5.9629,5.9629,5.9238,5.9238,2017-09-14 19:00:23,2017-09-14
"EUR",778.26,754.02,783.72,783.72,778.13,778.13,2017-09-14 19:00:23,2017-09-14
"GBP",866.19,839.22,872.28,873.58,864.71,864.71,2017-09-14 19:00:33,2017-09-14
"HKD",83.76,83.09,84.08,84.08,83.79,83.79,2017-09-14 19:00:33,2017-09-14
"USD",654.51,649.13,657.13,657.13,654.65,654.65,2017-09-14 19:00:33,2017-09-14
"JPY",5.9174,5.7331,5.9589,5.9589,5.9238,5.9238,2017-09-14 19:00:33,2017-09-14
"EUR",777.89,753.66,783.35,783.35,778.13,778.13,2017-09-14 19:00:33,2017-09-14
"GBP",865.28,838.33,871.35,872.65,864.71,864.71,2017-09-14 19:00:58,2017-09-14
"HKD",83.76,83.09,84.08,84.08,83.79,83.79,2017-09-14 19:00:58,2017-09-14
"USD",654.51,649.13,657.13,657.13,654.65,654.65,2017-09-14 19:00:58,2017-09-14
"JPY",5.9179,5.7336,5.9594,5.9594,5.9238,5.9238,2017-09-14 19:00:58,2017-09-14
"EUR",777.76,753.54,783.22,783.22,778.13,778.13,2017-09-14 19:00:58,2017-09-14
"GBP",866.26,839.28,872.35,873.65,864.71,864.71,2017-09-14 19:01:48,2017-09-14
"HKD",83.76,83.09,84.08,84.08,83.79,83.79,2017-09-14 19:01:48,2017-09-14
"USD",654.51,649.13,657.13,657.13,654.65,654.65,2017-09-14 19:01:48,2017-09-14
"JPY",5.9152,5.731,5.9567,5.9567,5.9238,5.9238,2017-09-14 19:01:48,2017-09-14
"EUR",777.5,753.29,782.96,782.96,778.13,778.13,2017-09-14 19:01:48,2017-09-14
"GBP",867.24,840.23,873.33,874.63,864.71,864.71,2017-09-14 19:03:16,2017-09-14
"HKD",83.76,83.09,84.08,84.08,83.79,83.79,2017-09-14 19:03:16,2017-09-14
"USD",654.51,649.13,657.13,657.13,654.65,654.65,2017-09-14 19:03:16,2017-09-14
"JPY",5.9131,5.729,5.9546,5.9546,5.9238,5.9238,2017-09-14 19:03:16,2017-09-14
"EUR",777.63,753.41,783.09,783.09,778.13,778.13,2017-09-14 19:03:16,2017-09-14
"GBP",868.29,841.25,874.38,875.69,864.71,864.71,2017-09-14 19:05:29,2017-09-14
"HKD",83.76,83.09,84.08,84.08,83.79,83.79,2017-09-14 19:05:29,2017-09-14
"USD",654.51,649.13,657.13,657.13,654.65,654.65,2017-09-14 19:05:29,2017-09-14
"JPY",5.9174,5.7331,5.9589,5.9589,5.9238,5.9238,2017-09-14 19:05:29,2017-09-14
"EUR",777.63,753.41,783.09,783.09,778.13,778.13,2017-09-14 19:05:29,2017-09-14
"GBP",868.29,841.25,874.38,875.69,864.71,864.71,2017-09-14 19:05:30,2017-09-14
"HKD",83.76,83.09,84.08,84.08,83.79,83.79,2017-09-14 19:05:30,2017-09-14
"USD",654.51,649.13,657.13,657.13,654.65,654.65,2017-09-14 19:05:30,2017-09-14
"JPY",5.9174,5.7331,5.9589,5.9589,5.9238,5.9238,2017-09-14 19:05:30,2017-09-14
"EUR",777.63,753.41,783.09,783.09,778.13,778.13,2017-09-14 19:05:30,2017-09-14
"GBP",869.39,842.32,875.5,876.81,864.71,864.71,2017-09-14 19:07:00,2017-09-14
"HKD",83.76,83.09,84.08,84.08,83.79,83.79,2017-09-14 19:07:00,2017-09-14
"USD",654.51,649.13,657.13,657.13,654.65,654.65,2017-09-14 19:07:00,2017-09-14
"JPY",5.9152,5.731,5.9567,5.9567,5.9238,5.9238,2017-09-14 19:07:00,2017-09-14
"EUR",777.63,753.41,783.09,783.09,778.13,778.13,2017-09-14 19:07:00,2017-09-14
"GBP",870.11,843.01,876.22,877.53,864.71,864.71,2017-09-14 19:21:08,2017-09-14
"HKD",83.77,83.1,84.09,84.09,83.79,83.79,2017-09-14 19:21:08,2017-09-14
"USD",654.51,649.13,657.13,657.13,654.65,654.65,2017-09-14 19:21:08,2017-09-14
"JPY",5.9093,5.7253,5.9508,5.9508,5.9238,5.9238,2017-09-14 19:21:08,2017-09-14
"EUR",776.84,752.65,782.3,782.3,778.13,778.13,2017-09-14 19:21:08,2017-09-14
"GBP",870.64,843.53,876.75,878.06,864.71,864.71,2017-09-14 19:44:39,2017-09-14
"HKD",83.77,83.1,84.09,84.09,83.79,83.79,2017-09-14 19:44:39,2017-09-14
"USD",654.51,649.13,657.13,657.13,654.65,654.65,2017-09-14 19:44:39,2017-09-14
"JPY",5.9067,5.7228,5.9482,5.9482,5.9238,5.9238,2017-09-14 19:44:39,2017-09-14
"EUR",777.1,752.9,782.56,782.56,778.13,778.13,2017-09-14 19:44:39,2017-09-14
"GBP",871.69,844.54,877.81,879.12,864.71,864.71,2017-09-14 19:55:44,2017-09-14
"HKD",83.77,83.1,84.09,84.09,83.79,83.79,2017-09-14 19:55:44,2017-09-14
"USD",654.51,649.13,657.13,657.13,654.65,654.65,2017-09-14 19:55:44,2017-09-14
"JPY",5.9045,5.7206,5.946,5.946,5.9238,5.9238,2017-09-14 19:55:44,2017-09-14
"EUR",777.5,753.29,782.96,782.96,778.13,778.13,2017-09-14 19:55:44,2017-09-14
"GBP",871.43,844.29,877.55,878.86,864.71,864.71,2017-09-14 20:05:06,2017-09-14
"HKD",83.77,83.1,84.09,84.09,83.79,83.79,2017-09-14 20:05:06,2017-09-14
"USD",654.51,649.13,657.13,657.13,654.65,654.65,2017-09-14 20:05:06,2017-09-14
"JPY",5.904,5.7202,5.9455,5.9455,5.9238,5.9238,2017-09-14 20:05:06,2017-09-14
"EUR",777.04,752.84,782.5,782.5,778.13,778.13,2017-09-14 20:05:06,2017-09-14
"GBP",872.02,844.86,878.14,879.45,864.71,864.71,2017-09-14 20:26:58,2017-09-14
"HKD",83.76,83.09,84.08,84.08,83.79,83.79,2017-09-14 20:26:58,2017-09-14
"USD",654.51,649.13,657.13,657.13,654.65,654.65,2017-09-14 20:26:58,2017-09-14
"JPY",5.9136,5.7294,5.9551,5.9551,5.9238,5.9238,2017-09-14 20:26:58,2017-09-14
"EUR",777.76,753.54,783.22,783.22,778.13,778.13,2017-09-14 20:26:58,2017-09-14
"GBP",871.29,844.15,877.41,878.72,864.71,864.71,2017-09-14 20:30:18,2017-09-14
"HKD",83.76,83.09,84.08,84.08,83.79,83.79,2017-09-14 20:30:18,2017-09-14
"USD",654.51,649.13,657.13,657.13,654.65,654.65,2017-09-14 20:30:18,2017-09-14
"JPY",5.8961,5.7124,5.9375,5.9375,5.9238,5.9238,2017-09-14 20:30:18,2017-09-14
"EUR",775.15,751.01,780.59,780.59,778.13,778.13,2017-09-14 20:30:18,2017-09-14
"GBP",870.77,843.65,876.88,878.19,864.71,864.71,2017-09-14 20:30:35,2017-09-14
"HKD",83.76,83.09,84.08,84.08,83.79,83.79,2017-09-14 20:30:35,2017-09-14
"USD",654.51,649.13,657.13,657.13,654.65,654.65,2017-09-14 20:30:35,2017-09-14
"JPY",5.8923,5.7088,5.9336,5.9336,5.9238,5.9238,2017-09-14 20:30:35,2017-09-14
"EUR",774.75,750.62,780.19,780.19,778.13,778.13,2017-09-14 20:30:35,2017-09-14
"GBP",870.57,843.46,876.68,877.99,864.71,864.71,2017-09-14 20:31:16,2017-09-14
"HKD",83.76,83.09,84.08,84.08,83.79,83.79,2017-09-14 20:31:16,2017-09-14
"USD",654.51,649.13,657.13,657.13,654.65,654.65,2017-09-14 20:31:16,2017-09-14
"JPY",5.8923,5.7088,5.9336,5.9336,5.9238,5.9238,2017-09-14 20:31:16,2017-09-14
"EUR",774.49,750.37,779.93,779.93,778.13,778.13,2017-09-14 20:31:16,2017-09-14
"GBP",870.57,843.46,876.68,877.99,864.71,864.71,2017-09-14 20:31:18,2017-09-14
"HKD",83.76,83.09,84.08,84.08,83.79,83.79,2017-09-14 20:31:18,2017-09-14
"USD",654.51,649.13,657.13,657.13,654.65,654.65,2017-09-14 20:31:18,2017-09-14
"JPY",5.8923,5.7088,5.9336,5.9336,5.9238,5.9238,2017-09-14 20:31:18,2017-09-14
"EUR",774.49,750.37,779.93,779.93,778.13,778.13,2017-09-14 20:31:18,2017-09-14
"GBP",871.57,844.42,877.69,879,864.71,864.71,2017-09-14 20:31:31,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 20:31:31,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 20:31:31,2017-09-14
"JPY",5.8975,5.7138,5.9389,5.9389,5.9238,5.9238,2017-09-14 20:31:31,2017-09-14
"EUR",775.36,751.21,780.8,780.8,778.13,778.13,2017-09-14 20:31:31,2017-09-14
"GBP",871.57,844.42,877.69,879,864.71,864.71,2017-09-14 20:31:34,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 20:31:34,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 20:31:34,2017-09-14
"JPY",5.8975,5.7138,5.9389,5.9389,5.9238,5.9238,2017-09-14 20:31:34,2017-09-14
"EUR",775.36,751.21,780.8,780.8,778.13,778.13,2017-09-14 20:31:34,2017-09-14
"GBP",871.3,844.16,877.42,878.73,864.71,864.71,2017-09-14 20:32:17,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 20:32:17,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 20:32:17,2017-09-14
"JPY",5.8906,5.7071,5.9319,5.9319,5.9238,5.9238,2017-09-14 20:32:17,2017-09-14
"EUR",774.57,750.45,780.01,780.01,778.13,778.13,2017-09-14 20:32:17,2017-09-14
"GBP",872.29,845.12,878.41,879.72,864.71,864.71,2017-09-14 20:33:02,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 20:33:02,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 20:33:02,2017-09-14
"JPY",5.8954,5.7118,5.9368,5.9368,5.9238,5.9238,2017-09-14 20:33:02,2017-09-14
"EUR",775.23,751.08,780.67,780.67,778.13,778.13,2017-09-14 20:33:02,2017-09-14
"GBP",873.13,845.94,879.26,880.58,864.71,864.71,2017-09-14 20:33:41,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 20:33:41,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 20:33:41,2017-09-14
"JPY",5.9012,5.7175,5.9427,5.9427,5.9238,5.9238,2017-09-14 20:33:41,2017-09-14
"EUR",775.88,751.71,781.32,781.32,778.13,778.13,2017-09-14 20:33:41,2017-09-14
"GBP",873.13,845.94,879.26,880.58,864.71,864.71,2017-09-14 20:33:43,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 20:33:43,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 20:33:43,2017-09-14
"JPY",5.9012,5.7175,5.9427,5.9427,5.9238,5.9238,2017-09-14 20:33:43,2017-09-14
"EUR",775.88,751.71,781.32,781.32,778.13,778.13,2017-09-14 20:33:43,2017-09-14
"GBP",872.02,844.86,878.14,879.45,864.71,864.71,2017-09-14 20:36:05,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 20:36:05,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 20:36:05,2017-09-14
"JPY",5.897,5.7133,5.9384,5.9384,5.9238,5.9238,2017-09-14 20:36:05,2017-09-14
"EUR",775.36,751.21,780.8,780.8,778.13,778.13,2017-09-14 20:36:05,2017-09-14
"GBP",872.02,844.86,878.14,879.45,864.71,864.71,2017-09-14 20:41:00,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 20:41:00,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 20:41:00,2017-09-14
"JPY",5.9038,5.72,5.9453,5.9453,5.9238,5.9238,2017-09-14 20:41:00,2017-09-14
"EUR",776,751.84,781.45,781.45,778.13,778.13,2017-09-14 20:41:00,2017-09-14
"GBP",872.35,845.18,878.47,879.78,864.71,864.71,2017-09-14 20:42:32,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 20:42:32,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 20:42:32,2017-09-14
"JPY",5.914,5.7298,5.9555,5.9555,5.9238,5.9238,2017-09-14 20:42:32,2017-09-14
"EUR",776.46,752.28,781.92,781.92,778.13,778.13,2017-09-14 20:42:32,2017-09-14
"GBP",873.52,846.32,879.65,880.97,864.71,864.71,2017-09-14 20:46:42,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 20:46:42,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 20:46:42,2017-09-14
"JPY",5.9146,5.7304,5.9561,5.9561,5.9238,5.9238,2017-09-14 20:46:42,2017-09-14
"EUR",776.99,752.79,782.45,782.45,778.13,778.13,2017-09-14 20:46:42,2017-09-14
"GBP",873.2,846.01,879.33,880.65,864.71,864.71,2017-09-14 20:48:18,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 20:48:18,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 20:48:18,2017-09-14
"JPY",5.9183,5.734,5.9598,5.9598,5.9238,5.9238,2017-09-14 20:48:18,2017-09-14
"EUR",777.51,753.3,782.97,782.97,778.13,778.13,2017-09-14 20:48:18,2017-09-14
"GBP",874.18,846.95,880.32,881.63,864.71,864.71,2017-09-14 20:54:14,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 20:54:14,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 20:54:14,2017-09-14
"JPY",5.9189,5.7346,5.9604,5.9604,5.9238,5.9238,2017-09-14 20:54:14,2017-09-14
"EUR",777.78,753.56,783.24,783.24,778.13,778.13,2017-09-14 20:54:14,2017-09-14
"GBP",874.25,847.02,880.39,881.7,864.71,864.71,2017-09-14 20:55:21,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 20:55:21,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 20:55:21,2017-09-14
"JPY",5.9264,5.7418,5.968,5.968,5.9238,5.9238,2017-09-14 20:55:21,2017-09-14
"EUR",778.43,754.18,783.89,783.89,778.13,778.13,2017-09-14 20:55:21,2017-09-14
"GBP",874.44,847.21,880.58,881.89,864.71,864.71,2017-09-14 21:01:16,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 21:01:16,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 21:01:16,2017-09-14
"JPY",5.9183,5.734,5.9598,5.9598,5.9238,5.9238,2017-09-14 21:01:16,2017-09-14
"EUR",777.71,753.49,783.17,783.17,778.13,778.13,2017-09-14 21:01:16,2017-09-14
"GBP",873.79,846.58,879.93,881.24,864.71,864.71,2017-09-14 21:09:02,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 21:09:02,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 21:09:02,2017-09-14
"JPY",5.9108,5.7267,5.9523,5.9523,5.9238,5.9238,2017-09-14 21:09:02,2017-09-14
"EUR",777.12,752.92,782.58,782.58,778.13,778.13,2017-09-14 21:09:02,2017-09-14
"GBP",873.06,845.87,879.19,880.51,864.71,864.71,2017-09-14 21:25:30,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 21:25:30,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 21:25:30,2017-09-14
"JPY",5.9081,5.7241,5.9496,5.9496,5.9238,5.9238,2017-09-14 21:25:30,2017-09-14
"EUR",776.73,752.54,782.19,782.19,778.13,778.13,2017-09-14 21:25:30,2017-09-14
"GBP",873.79,846.58,879.93,881.24,864.71,864.71,2017-09-14 21:40:36,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 21:40:36,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 21:40:36,2017-09-14
"JPY",5.9146,5.7304,5.9561,5.9561,5.9238,5.9238,2017-09-14 21:40:36,2017-09-14
"EUR",777.78,753.56,783.24,783.24,778.13,778.13,2017-09-14 21:40:36,2017-09-14
"GBP",873.79,846.58,879.93,881.24,864.71,864.71,2017-09-14 21:40:38,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 21:40:38,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 21:40:38,2017-09-14
"JPY",5.9146,5.7304,5.9561,5.9561,5.9238,5.9238,2017-09-14 21:40:38,2017-09-14
"EUR",777.78,753.56,783.24,783.24,778.13,778.13,2017-09-14 21:40:38,2017-09-14
"GBP",874.51,847.27,880.65,881.96,864.71,864.71,2017-09-14 22:27:07,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 22:27:07,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 22:27:07,2017-09-14
"JPY",5.9156,5.7314,5.9571,5.9571,5.9238,5.9238,2017-09-14 22:27:07,2017-09-14
"EUR",777.84,753.61,783.3,783.3,778.13,778.13,2017-09-14 22:27:07,2017-09-14
"GBP",874.51,847.27,880.65,881.96,864.71,864.71,2017-09-14 22:39:38,2017-09-14
"HKD",83.8,83.13,84.12,84.12,83.79,83.79,2017-09-14 22:39:38,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 22:39:38,2017-09-14
"JPY",5.9103,5.7262,5.9518,5.9518,5.9238,5.9238,2017-09-14 22:39:38,2017-09-14
"EUR",777.05,752.85,782.51,782.51,778.13,778.13,2017-09-14 22:39:38,2017-09-14
"GBP",873.33,846.13,879.46,880.78,864.71,864.71,2017-09-14 22:49:15,2017-09-14
"HKD",83.8,83.13,84.12,84.12,83.79,83.79,2017-09-14 22:49:15,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 22:49:15,2017-09-14
"JPY",5.9071,5.7232,5.9486,5.9486,5.9238,5.9238,2017-09-14 22:49:15,2017-09-14
"EUR",776.92,752.73,782.38,782.38,778.13,778.13,2017-09-14 22:49:15,2017-09-14
"GBP",875.16,847.9,881.3,882.62,864.71,864.71,2017-09-14 23:10:13,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 23:10:13,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 23:10:13,2017-09-14
"JPY",5.9097,5.7257,5.9512,5.9512,5.9238,5.9238,2017-09-14 23:10:13,2017-09-14
"EUR",776.79,752.6,782.25,782.25,778.13,778.13,2017-09-14 23:10:13,2017-09-14
"GBP",875.16,847.9,881.3,882.62,864.71,864.71,2017-09-14 23:10:16,2017-09-14
"HKD",83.81,83.14,84.13,84.13,83.79,83.79,2017-09-14 23:10:16,2017-09-14
"USD",654.91,649.53,657.53,657.53,654.65,654.65,2017-09-14 23:10:16,2017-09-14
"JPY",5.9097,5.7257,5.9512,5.9512,5.9238,5.9238,2017-09-14 23:10:16,2017-09-14
"EUR",776.79,752.6,782.25,782.25,778.13,778.13,2017-09-14 23:10:16,2017-09-14
"GBP",874.76,847.51,880.9,882.22,864.71,864.71,2017-09-14 23:22:45,2017-09-14
"HKD",83.79,83.12,84.11,84.11,83.79,83.79,2017-09-14 23:22:45,2017-09-14
"USD",654.71,649.33,657.33,657.33,654.65,654.65,2017-09-14 23:22:45,2017-09-14
"JPY",5.9069,5.723,5.9484,5.9484,5.9238,5.9238,2017-09-14 23:22:45,2017-09-14
"EUR",776.62,752.44,782.08,782.08,778.13,778.13,2017-09-14 23:22:45,2017-09-14
"GBP",875.55,848.28,881.69,883.01,864.71,864.71,2017-09-14 23:45:18,2017-09-14
"HKD",83.78,83.11,84.1,84.1,83.79,83.79,2017-09-14 23:45:18,2017-09-14
"USD",654.71,649.33,657.33,657.33,654.65,654.65,2017-09-14 23:45:18,2017-09-14
"JPY",5.9085,5.7245,5.95,5.95,5.9238,5.9238,2017-09-14 23:45:18,2017-09-14
"EUR",776.95,752.76,782.41,782.41,778.13,778.13,2017-09-14 23:45:18,2017-09-14
"GBP",875.29,848.03,881.43,882.75,864.71,864.71,2017-09-14 23:47:50,2017-09-14
"HKD",83.77,83.1,84.09,84.09,83.79,83.79,2017-09-14 23:47:50,2017-09-14
"USD",654.61,649.23,657.23,657.23,654.65,654.65,2017-09-14 23:47:50,2017-09-14
"JPY",5.907,5.7231,5.9485,5.9485,5.9238,5.9238,2017-09-14 23:47:50,2017-09-14
"EUR",776.83,752.64,782.29,782.29,778.13,778.13,2017-09-14 23:47:50,2017-09-14
"GBP",875.29,848.03,881.43,882.75,864.71,864.71,2017-09-14 23:47:51,2017-09-14
"GBP",875.29,848.03,881.43,882.75,864.71,864.71,2017-09-14 23:47:51,2017-09-14
"GBP",875.29,848.03,881.43,882.75,864.71,864.71,2017-09-14 23:47:51,2017-09-14
"HKD",83.77,83.1,84.09,84.09,83.79,83.79,2017-09-14 23:47:51,2017-09-14
"HKD",83.77,83.1,84.09,84.09,83.79,83.79,2017-09-14 23:47:51,2017-09-14
"HKD",83.77,83.1,84.09,84.09,83.79,83.79,2017-09-14 23:47:51,2017-09-14
"USD",654.61,649.23,657.23,657.23,654.65,654.65,2017-09-14 23:47:51,2017-09-14
"USD",654.61,649.23,657.23,657.23,654.65,654.65,2017-09-14 23:47:51,2017-09-14
"USD",654.61,649.23,657.23,657.23,654.65,654.65,2017-09-14 23:47:51,2017-09-14
"JPY",5.907,5.7231,5.9485,5.9485,5.9238,5.9238,2017-09-14 23:47:51,2017-09-14
"JPY",5.907,5.7231,5.9485,5.9485,5.9238,5.9238,2017-09-14 23:47:51,2017-09-14
"JPY",5.907,5.7231,5.9485,5.9485,5.9238,5.9238,2017-09-14 23:47:51,2017-09-14
"EUR",776.83,752.64,782.29,782.29,778.13,778.13,2017-09-14 23:47:51,2017-09-14
"EUR",776.83,752.64,782.29,782.29,778.13,778.13,2017-09-14 23:47:51,2017-09-14
"EUR",776.83,752.64,782.29,782.29,778.13,778.13,2017-09-14 23:47:51,2017-09-14
"GBP",875.29,848.03,881.43,882.75,864.71,864.71,2017-09-15 00:00:05,2017-09-15
"GBP",875.29,848.03,881.43,882.75,864.71,864.71,2017-09-15 00:00:05,2017-09-15
"GBP",875.29,848.03,881.43,882.75,864.71,864.71,2017-09-15 00:00:05,2017-09-15
"GBP",875.29,848.03,881.43,882.75,864.71,864.71,2017-09-15 00:00:05,2017-09-15
"HKD",83.77,83.1,84.09,84.09,83.79,83.79,2017-09-15 00:00:05,2017-09-15
